id	mittente	destinatario	luogo_mittente
1807	Manzoni, Alessandro	Boschetti, Luigi	Milano
1811	Manzoni, Alessandro	Reale Biblioteca di Brera	Milano
1812	Manzoni, Alessandro	Biblioteca Nazionale Braidense	Milano
1813	Manzoni, Alessandro	Maderna, Achille	Brusuglio
1818	Manzoni, Alessandro	Zardetti, Carlo	Milano
1821	Manzoni, Alessandro	Grossi, Tommaso	Brusuglio
1826	Manzoni, Alessandro	Saluzzo Roero, Diodata	Milano
1827	Manzoni, Alessandro	Pecchio, Luigi	Brusuglio
1831	Manzoni, Alessandro	Montalembert, Charles Forbes de	Milano
1832	Manzoni, Alessandro	Grossi, Tommaso	Milano
1833	Manzoni, Alessandro	Collegno, Giacinto Provana di	Milano
1834	Manzoni, Alessandro	Pecchio, Luigi	Brusuglio
1836	Manzoni, Alessandro	Manzoni, Sofia	
1837	Manzoni, Alessandro	Manzoni, Sofia	Milano
1838	Manzoni, Alessandro	Manzoni, Sofia	Milano
1842	Manzoni, Alessandro	Manzoni, Sofia	Lesa
1845	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1848	Manzoni, Alessandro	Bonghi, Ruggiero	Milano
1850	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1851	Manzoni, Alessandro	Trotti Bentivoglio, Lodovico	Milano
1856	Manzoni, Alessandro	Miglio, Saulle	Milano
1861	Manzoni, Alessandro	Cattaneo, Gaetano	
1862	Manzoni, Alessandro	Non identificato	
1864	Manzoni, Alessandro	Non identificato	Milano
1870	Manzoni, Alessandro	Petracchi, Angelo	Brusuglio
1878	Manzoni, Alessandro	Manzoni, Vittoria	Massarosa
1879	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
1882	Manzoni, Alessandro	Azeglio Maumary, Louise Elisabette Marie, d'	Milano
1885	Manzoni, Alessandro	Arconati Visconti, Costanza	Milano
1886	Manzoni, Alessandro	Panattoni, Giuseppe	Milano
1892	Manzoni, Alessandro	Moltedo, Francesco Tranquillino	Milano
1893	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1896	Manzoni, Alessandro	Rossi, Francesco	Milano
1897	Manzoni, Alessandro	Rossi, Francesco	Milano
1906	Manzoni, Alessandro	Bocca, Giuseppe	Milano
1916	Manzoni, Alessandro	Mojon Milesi, Bianca	Milano
1918	Manzoni, Alessandro	F.lli Baroggi, Frigerio e Comp.	Milano
1919	Manzoni, Alessandro	Litta Modignani, Luigi Vitaliano	Milano
1920	Manzoni, Alessandro	Litta Modignani, Lorenzo	Milano
1922	Manzoni, Alessandro	Rosmini, Antonio	Milano
1924	Manzoni, Alessandro	Gonin, Francesco	Milano
1927	Manzoni, Alessandro	Mauri, Achille	Milano
1942	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1945	Manzoni, Alessandro	Manzoni, Pietro Luigi	Lesa
1950	Manzoni, Alessandro	Rossi, Francesco	Milano
1952	Manzoni, Alessandro	Giorgini, Giovanni Battista	Milano
1954	Manzoni, Alessandro	Torelli, Luigi	Milano
1957	Manzoni, Alessandro	Botta, Vincenzo	Milano
1960	Manzoni, Alessandro	Ratti, Giulio	Milano
1963	Manzoni, Alessandro	Blondel, Adélaïde	
1968	Manzoni, Alessandro	Cattaneo, Gaetano	Milano
1969	Manzoni, Alessandro	Sogni, Antonio	
1970	Manzoni, Alessandro	Manzoni, Pietro Luigi	Brusuglio
1971	Manzoni, Alessandro	Bonghi, Ruggiero	
